Catalogue,Artist,Title,format,"No of Items","Slip case",Sticker,Package,Booklet,"Vinyl Weight","Vinyl RPMs","Vinyl Colour",mp3,Notes,Manufacturer,"Sticker Manufacturer",ID
EBVILE035,DARKTHRONE,"PRE-HISTORIC METAL (BOXSET)",MixBoxSet,3,0,0,BoxSet,,180,33,Splatter,0,"Black + Transparent + Silver + Orange LP, CD, Cassette & Art Prints - Initial order: 1,500 units",TAKT,,3737
VILEMC1311,SIGH,"INFIDEL ART (CASSETTE)",Cassette,1,0,0,Jewel,,,,,0,,,,3738
EBVILE033,"MY DYING BRIDE","ANTHOLOGY OF SOMBRE REFLECTIONS (8LP BOX)",MixBoxSet,8,1,0,BoxSet,48pp,180,33,Black,0,"8LPs in Twin Slipcase, Perfect Bound Book and art prints",TAKT,,3739
KSCOPE1303,MANSUN,"ATTACK OF THE GREY LANTERN (PEARL ARCTIC LP)",LP,1,0,0,Single,,140,33,,0,"Half-Speed Master",OPTIMAL,,3740
VILELP1340,DODHEIMSGARD,"KRONET TIL KONGE (30TH ANNIVERSARY LP)",LP,1,0,0,Single,,140,33,Marble,0,"White + Black",OPTIMAL,,3741
VILELP1341,"CARPATHIAN FOREST","THROUGH CHASM, CAVES & TITAN WOODS (30TH ANNIVERSARY LP)",LP,1,0,0,Single,,140,33,,0,,OPTIMAL,,3742
KSCOPE3060,"ENVY OF NONE","ENVY OF NONE + STYGIAN WAVZ (2CD)",CD,2,0,0,Other,,,,,0,,SP,,3743
KSCOPE3059,"PAUL DRAPER","MANSUN RETOLD (2CD/BD)",MixBoxSet,3,0,0,"Ear book",48pp,,,,0,"Initial order: 1,500 units",TAKT,,3744
CDVILED1350X,SIGH,"HAIL HORROR HAIL (2CD)",2CD,2,0,0,Brilliant,12pp,,,,0,,VDC,,3745
VILELP1350,SIGH,"HAIL HORROR HAIL (LP)",LP,1,0,0,Single,4pp,140,33,Black,0,,OPTIMAL,,3746
SMACD1332,HORSLIPS,"TELL `EM ABOUT IT JOHNNY - LIVE AT WINTERLAND 1978 (CD)",CD,1,0,0,Digipack4,16pp,,,,0,,SP,,3747
SMALP1332,HORSLIPS,"TELL `EM ABOUT IT JOHNNY - LIVE AT WINTERLAND 1978 (CRYSTAL CLEAR LP)",LP,1,0,0,Single,,180,33,Clear,0,,TAKT,,3748
KSCOPE3061,GONG,"BRIGHT SPIRIT (CD)",CD,1,0,0,Digipack4,8pp,,,,0,,SP,,3749
CDVILED1351,THERGOTHON,"STREAM FROM THE HEAVENS (CD)",CD,1,0,0,Jewel,4pp,,,,0,,SP,,3750
CDVILED1352,THERION,"OF DARKNESS (35TH ANNIVERSARY CD)",CD,1,0,0,Jewel,8pp,,,,0,,VDC,,3751
CDVILED1353,TAAKE,"NATTESTID... (CD)",CD,1,0,0,Jewel,8pp,,,,0,,VDC,,3752
VILELP1354,"PARADISE LOST","GOTHIC (GIMME METAL RED LP)",LP,1,0,0,Single,,140,33,Red,0,,OPTIMAL,,3755
VILELP1355,HELLRIPPER,"THE AFFAIR OF THE POISONS (GIMME METAL BLUE LP)",LP,1,0,0,Single,,140,33,Blue,0,,OPTIMAL,,3756
VILELP1270,MORTEM,"MORKETID (LP)",LP,1,0,0,Single,,140,33,Black,0,,OPTIMAL,,3757
CDVILED1356,"AURA NOIR","THE MERCILESS (CD)",CD,1,0,0,Jewel,8pp,,,,0,,SP,,3758
CDVILED1357H,DARKTHRONE,"SEMPITERNAL PAST (2CD)",2CD,1,0,0,Jewel,,,,,0,,OPTIMAL,,3759
CDVILED1358,"THE GATHERING","ALMOST A DANCE (CD)",CD,1,0,0,Jewel,8pp,,,,0,,VDC,,3760
VILELP1329,DARKTHRONE,"A BLAZE IN THE NORTHERN SKY (LP)",LP,1,0,0,Single,,180,33,Black,0,,TAKT,,3762
VILELP1330,DARKTHRONE,"UNDER A FUNERAL MOON (LP)",LP,1,0,0,Single,,180,33,Black,0,,TAKT,,3763
VILELP1331,DARKTHRONE,"TRANSILVANIAN HUNGER (LP)",LP,1,0,0,Single,,180,33,Black,0,,TAKT,,3764
VILELP1332,DARKTHRONE,"PANZERFAUST (LP)",LP,1,0,0,Single,,180,33,Black,0,,TAKT,,3765
VILELP1333,DARKTHRONE,"TOTAL DEATH (LP)",LP,1,0,0,Gatefold,,180,33,Black,0,,TAKT,,3766
VILELP1334,DARKTHRONE,"RAVISHING GRIMNESS (LP)",LP,1,0,0,Single,,140,33,Black,0,"was 180g in EBVILE034",TAKT,,3767
VILELP1335,DARKTHRONE,"PLAGUEWIELDER (LP)",LP,1,0,0,Gatefold,,180,33,Black,0,,TAKT,,3768
VILELP1336,DARKTHRONE,"HATE THEM (LP)",LP,1,0,0,Gatefold,,180,33,Black,0,,TAKT,,3769
VILELP1337,DARKTHRONE,"SARDONIC WRATH (LP)",LP,1,0,0,Single,,140,33,Black,0,"was Gatefold & 180g in EBVILE034",TAKT,,3770
VILELP1360,SIGH,"GHASTLY FUNERAL THEATRE (MARBLE LP)",LP,1,0,0,Single,,140,45,Marble,0,"Crystal Transparent + Silver + Black",OPTIMAL,,3771
CDVILED1361,HELLRIPPER,"WARLOCKS GRIM & WITHERED HAGS (CD)",CD,1,0,0,Jewel,12pp,,,,0,,VDC,,3772
KSCOPE3062,GODSTICKS,"VOiD (CD)",CD,1,0,0,Digipack4,12pp,,,,0,,SP,,3773
SMACD1351,"LOVE WITH JOHNNY ECHOLS","LOVE AND LET LIVE - LIVE AT THE BEACHLAND BALLROOM & TAVERN, CLEVELAND, OHIO - APRIL 30, 2025 (CD)",CD,1,0,0,Digipack4,16pp,,,,0,,SP,,3774
SMALP1351,"LOVE WITH JOHNNY ECHOLS","LOVE AND LET LIVE - LIVE AT THE BEACHLAND BALLROOM & TAVERN, CLEVELAND, OHIO - APRIL 30, 2025 (CREAM WHITE LP)",LP,1,0,0,Single,,180,33,White,0,,OPTIMAL,,3775
KSCOPE1296,"PAUL DRAPER","MANSUN RETOLD (PICTURE DISC)",LP,1,0,0,Single,,180,33,"Picture Disc",0,,TAKT,,3776
KSCOPE1295,"PAUL DRAPER","MANSUN RETOLD (MAGENTA LP)",LP,1,0,0,Single,,140,33,Magenta,0,,OPTIMAL,,3777
KSCOPE1307,GODSTICKS,"VOiD (PEARL SUNRISE LP)",LP,1,0,0,Single,,140,33,White,0,,OPTIMAL,,3778
KSCOPE3064,"PAUL DRAPER","MANSUN RETOLD (ALTERNATE CD)",CD,1,0,0,Digipack4,8pp,,,,0,,VDC,,3780
SMALP1352,"THE PRETTY THINGS","FROM THE OTHER SIDE (COKE BOTTLE GREEN 10``)",10``,1,0,0,Single,,100,45,,0,"Coke Bottle Green",OPTIMAL,,3781
KSCOPE3065,"RICHARD BARBIERI","HAUNTINGS (CD)",CD,1,0,0,Digipack6,,,,,0,,SP,,3782
KSCOPE1309,"RICHARD BARBIERI","HAUNTINGS (2LP)",2LP,1,0,0,Gatefold,,140,45,Black,0,,TAKT,,3783
KSCOPE1310,"THE PINEAPPLE THIEF","YOUR WILDERNESS (10TH ANNIVERSARY 2LP)",2LP,2,0,0,Gatefold,,140,33,Clear,0,,TAKT,,3784
KSCOPE1297,"PAUL DRAPER","MANSUN RETOLD (SPECIAL LP)",LP,1,0,0,Single,,200,33,Black,0,"Signed & Hand Numbered",TAKT,,3785
KSCOPE1311,"RICHARD BARBIERI","HAUNTINGS (RED 2LP)",2LP,1,0,0,Gatefold,,140,45,Red,0,,TAKT,,3786
VILELP1309,"BLINDEAD 23","DEUTERIUM (2LP)",2LP,2,0,0,Gatefold,,140,33,Black,0,"D Side Etching",,,3787
KSCOPE1304,GONG,"BRIGHT SPIRIT (LP)",LP,1,0,0,Single,,140,33,Black,0,,TAKT,,3788
KSCOPE1305,GONG,"BRIGHT SPIRIT (TRANSPARENT TURQUOISE LP)",LP,1,0,0,Single,,140,33,Turquoise,0,,TAKT,,3789
KSCOPE1312,"PAUL DRAPER","MANSUN RETOLD (LP)",LP,1,0,0,Single,,140,33,Black,0,,OPTIMAL,,3790
SMALP1353,"THE SENSATIONAL ALEX HARVEY BAND","LIVE IN THE NEW WORLD - BERLIN `76 (TRANSPARENT TURQUOISE LP)",LP,1,0,0,Single,,180,33,Turquoise,0,,TAKT,,3791
VILELP1362,SIGH,"HAIL HORROR HAIL (MARBLE LP)",LP,1,0,0,Single,4pp,140,33,Marble,0,"Gold + Red",OPTIMAL,,3792
VILELP1342,"MY DYING BRIDE","TOWARDS THE SINISTER DEMOS AND RARITIES (LP)",LP,1,0,0,Single,,180,33,Black,0,,TAKT,,3793
VILELP1343,"MY DYING BRIDE","SYMPHONAIRE INFERNUS EP (LP)",LP,1,0,0,Single,,140,45,Black,0,,TAKT,,3794
VILELP1344,"MY DYING BRIDE","AS THE FLOWER WITHERS (LP)",LP,1,0,0,Single,,180,33,Black,0,"Half-Speed Master",TAKT,,3795
VILELP1345,"MY DYING BRIDE","THE THRASH OF NAKED LIMBS (LP)",LP,1,0,0,Single,,180,45,Black,0,,TAKT,,3796
VILELP1346,"MY DYING BRIDE","TURN LOOSE THE SWANS (LP)",LP,1,0,0,Single,,180,33,Black,0,"Half-Speed Master",TAKT,,3797
VILELP1347,"MY DYING BRIDE","I AM THE BLOODY EARTH (LP)",LP,1,0,0,Single,,180,33,Black,0,,TAKT,,3798
VILELP1348,"MY DYING BRIDE","THE ANGEL AND THE DARK RIVER (LP)",LP,1,0,0,Single,,180,33,Black,0,"Half-Speed Master",TAKT,,3799
VILELP1349,"MY DYING BRIDE","LIKE GODS OF THE SUN (LP)",LP,1,0,0,Single,,180,33,Black,0,,TAKT,,3800
KSCOPE1313,"PAUL DRAPER","MANSUN RETOLD (LP TPs)",LP,1,0,0,,,,,,0,,TAKT,,3801
SMABX1147,GONG,"VISITS TO THE PLANET GONG (BOXSET)",MixBoxSet,29,0,0,BoxSet,,,,,0,,TAKT,,3802
VILELP1363,"AURA NOIR","BLACK THRASH ATTACK (RED 30TH ANNIVERSARY LP)",LP,1,0,0,Single,,140,33,Marble,0,"Transparent Red + Black + White",OPTIMAL,,3803
TRANSM462LP,"PORCUPINE TREE","WE LOST THE SKYLINE (CRYSTAL CLEAR LP)",LP,1,0,0,Single,,180,,Clear,0,"Half-Speed Master",TAKT,,3804
VILELP1339,KVIST,"FOR KUNSTEN MAA VI EVIG VIKE (30TH ANNIVERSARY LP)",LP,1,0,0,Single,,140,33,Marble,0,"Olive + Brown",OPTIMAL,,3805
KSCOPE3066,"JONATHAN HULTEN","CHANTS FROM ANOTHER PLACE (CD)",CD,1,0,0,Digipack4,16pp,,,,0,,OPTIMAL,,3806
CDVILED1366,"AT THE GATES","THE RED IN THE SKY IS OURS (CD)",CD,1,0,0,Jewel,4pp,,,,0,,VDC,,3807
CDVILED1365,"MY DYING BRIDE","THE LIGHT AT THE END OF THE WORLD (CD)",CD,1,0,0,Digipack6,,,,,0,,VDC,,3808
CDVILED1364,"AT THE GATES","TERMINAL SPIRIT DISEASE (CD)",CD,1,0,0,Jewel,8pp,,,,0,,VDC,,3809
CDVILED1367,"AURA NOIR","HADES RISE (CD)",CD,1,0,0,Jewel,8pp,,,,0,,VDC,,3812
VILELP1368,DODHEIMSGARD,"SATANIC ART (LP)",LP,1,0,0,Single,,140,33,Black,0,,TAKT,,3813
VILELP1369,"DIABOLICAL MASQUERADE","THE PHANTOM LODGE (30TH ANNIVERSARY LP)",LP,1,0,0,Single,,140,33,,0,,OPTIMAL,,3814
VILELP1370,"DIABOLICAL MASQUERADE","NIGHTWORK (30TH ANNIVERSARY LP)",LP,1,0,0,Single,,140,33,,0,,OPTIMAL,,3815
CDVILED1371,DARKTHRONE,"THE UNDERGROUND RESISTANCE (CD)",CD,1,0,0,Jewel,12pp,,,,0,,VDC,,3816
KSCOPE1256,"PRINCE OF FAILURE","PRINCE OF FAILURE (CREAM WHITE LP)",LP,1,0,0,Single,,140,33,White,0,,OPTIMAL,,3818
KSCOPE1255,"PRINCE OF FAILURE","PRINCE OF FAILURE (LP)",LP,1,0,0,Single,,140,33,Black,0,,OPTIMAL,,3819
KSCOPE3042,"PRINCE OF FAILURE","PRINCE OF FAILURE (CD)",CD,1,0,0,Digipack4,8pp,,,,0,,SP,,3820
CDVILED1372X,SIGH,"SCENARIO IV: DREAD DREAMS (2CD)",2CD,1,0,0,Brilliant,,,,,0,,VDC,,3821
VILELP1372,SIGH,"SCENARIO IV: DREAD DREAMS (LP)",LP,1,0,0,Single,4pp,140,33,Black,0,,OPTIMAL,,3822
VILELP1373,SIGH,"SCENARIO IV: DREAD DREAMS (MARBLE LP)",LP,1,0,0,Single,4pp,140,33,Marble,0,"Orange + Purple",OPTIMAL,,3823
VILELP1374,"AURA NOIR","OUT TO DIE (LP)",LP,1,0,0,Single,,140,33,Black,0,,TAKT,,3824
CDVILED1374,"AURA NOIR","OUT TO DIE (CD)",CD,1,0,0,Jewel,12pp,,,,0,,VDC,,3825
CDVILED1375,"AURA NOIR","AURA NOIRE (CD)",CD,1,0,0,Jewel,4pp,,,,0,,VDC,,3827
VILELP1376,"AURA NOIR","OUT TO DIE (MARBLE LP)",LP,1,0,0,Single,,140,33,,0,"Black + Transparent + White",TAKT,,3828
VILELP1377,"AURA NOIR","AURA NOIRE (MARBLE LP)",LP,1,0,0,Single,,140,33,,0,"Clear + Black",TAKT,,3829
CDVILEF1383,MORK,"MONOLITT (CD)",CD,1,0,0,Jewel,8pp,,,,0,,VDC,,3830
SMALP1347,"THE SENSATIONAL ALEX HARVEY BAND","A NEW VICTORIAN CHRISTMAS (LP)",LP,1,0,0,Single,,140,33,Black,0,,TAKT,,3831
SMALP1348,"THE SENSATIONAL ALEX HARVEY BAND","LIVE IN THE NEW WORLD - BERLIN `76 (LP)",LP,1,0,0,Single,,140,33,Black,0,,TAKT,,3832
SMALP1349,"THE SENSATIONAL ALEX HARVEY BAND","AFFIRMATIVE - LIVE AT THE VICTORIA GROUND 1975 (LP)",2LP,2,0,0,,,140,33,Black,0,,TAKT,,3833
SMALP1350,"THE SENSATIONAL ALEX HARVEY BAND","FAITH HEALING ON PETER STREET - MANCHESTER `76 (LP)",LP,1,0,0,Single,,140,33,Black,0,,TAKT,,3834
SMALP1346,"THE SENSATIONAL ALEX HARVEY BAND","LIVE IN STEEL CITY (LP)",2LP,2,0,0,,,140,33,Black,0,,TAKT,,3835
EBVILE036,CANDLEMASS,"TBC (40TH ANNIVERSARY 8LP BOX)",MixBoxSet,8,0,0,,,,33,Black,0,,TAKT,,3836
SMABX1354,"PETER MURPHY","TBC (9LP BOX)",MixBoxSet,9,0,0,,,140,33,Black,0,,TAKT,,3838
SMABX1355,"PETER MURPHY","TBC (9CD/DVD)",MixBoxSet,10,0,0,,,,,,0,"9CDs+DVD in Twin Slipcase with 60pp Hardcover Book",TAKT,,3839
VILELP1383,MORK,"MONOLITT (LP)",LP,1,0,0,Gatefold,,140,33,Black,0,,OPTIMAL,,3840
VILELP1384,MORK,"MONOLITT (MARBLE LP)",LP,1,0,0,Gatefold,,140,33,,0,"Pearl Arctic + Black",OPTIMAL,,3841
VILELP1387,KATATONIA,"VIVA EMPTINESS (LP)",LP,1,0,0,Single,,140,33,Black,0,"Half-Speed Master",OPTIMAL,,3842
SMALP1345,"THE SENSATIONAL ALEX HARVEY BAND","A NIGHT AT THE RAINBOW (LP)",LP,1,0,0,Single,,140,33,Black,0,,TAKT,,3843
VILELP1297,MORTEM,"MORKETID (OXBLOOD LP)",LP,1,0,0,Single,,140,33,Red,0,Oxblood,OPTIMAL,,3844
VILELP1388,ANATHEMA,"ETERNITY (30TH ANNIVERSARY LP)",LP,1,0,0,Single,,140,33,,0,"Red + White Sunburst",TAKT,,3845
KSCOPE3069,"RICHARD BARBIERI","HAUNTINGS (CD/BD)",CD+Blu-ray,2,0,0,,,,,,0,"DVD sized Digifile",TAKT,,3846
VILELP1391,ANATHEMA,"PENTECOST III (LP)",LP,1,0,0,Single,,140,33,Black,0,,OPTIMAL,,3847
KSCOPE1314,"BRUCE SOORD","GHOSTS IN THE PARK (LP)",LP,1,0,0,Single,,140,33,Black,0,,TAKT,,3848
KSCOPE3063,"BRUCE SOORD","GHOSTS IN THE PARK (CD)",CD,1,0,0,Digipack4,16pp,,,,0,,SP,,3849
KSCOPE1315,"BRUCE SOORD","GHOSTS IN THE PARK (DARK GREEN LP)",LP,1,0,0,Single,,140,33,"Dark Green",0,,TAKT,,3850
VILELP1306,DARKTHRONE,"PRE-HISTORIC METAL (COKE BOTTLE GREEN LP)",LP,1,0,0,Single,,140,33,,0,"Coke Bottle Green",TAKT,,3851
VILELP1378,DARKTHRONE,"PRE-HISTORIC METAL (SILVER LP)",LP,1,0,0,Single,,140,33,Silver,0,,TAKT,,3852
VILELP1379,DARKTHRONE,"PRE-HISTORIC METAL (TRANSPARENT ORANGE LP)",LP,1,0,0,Single,,140,33,Orange,0,,TAKT,,3853
VILELP1380,DARKTHRONE,"PRE-HISTORIC METAL (WHITE LP)",LP,1,0,0,Single,,140,33,White,0,,TAKT,,3854
VILELP1381,DARKTHRONE,"PRE-HISTORIC METAL (MARBLE LP)",LP,1,0,0,Single,,140,33,Marble,0,Purple,TAKT,,3855
VILELP1382,DARKTHRONE,"PRE-HISTORIC METAL (SPLATTER LP)",LP,1,0,0,Single,,140,33,Splatter,0,"White + Black",TAKT,,3856
KSCOPE1316,"BRUCE SOORD","GHOSTS IN THE PARK (CREAM WHITE LP)",LP,1,0,0,Single,,140,33,Clear,0,"Cream White",TAKT,,3858
KSCOPE3068,"BRUCE SOORD","GHOSTS IN THE PARK (3CD/BD EARBOOK)",MixBoxSet,4,0,0,"Ear book",48pp,,,,0,"- Initial order: 1,500 units",VDC,,3859
VILELP1392,"PARADISE LOST","GOTHIC (OMERCH PEARL RED LP)",LP,1,0,0,Single,4pp,140,33,,0,"Pearl Red",OPTIMAL,,3860
VILELP1393,DARKTHRONE,"PRE-HISTORIC METAL (DARK GREEN LP)",LP,1,0,0,Single,,140,33,"Dark Green",0,,TAKT,,3861
VILELP1310,"BLINDEAD 23","DEUTERIUM (TRANSPARENT RED 2LP)",2LP,2,0,0,Gatefold,,140,33,,0,"D Side Etching",,,3862
VILELP1394,"PARADISE LOST","LOST PARADISE (LP)",LP,1,0,0,Single,,140,33,Black,0,,OPTIMAL,,3863
VILELP1395,"AURA NOIR","BLACK THRASH ATTACK (SILVER 30TH ANNIVERSARY LP)",LP,1,0,0,Single,,140,33,Marble,0,"Silver + Black",OPTIMAL,,3864
CDVILED1396,MAYHEM,"MEDIOLANUM CAPTA EST (CD)",CD,1,0,0,Jewel,4pp,,,,0,,VDC,,3865
CDVILED1398,"AT THE GATES","WITH FEAR I KISS THE BURNING DARKNESS (CD)",CD,1,0,0,Jewel,4pp,,,,0,,VDC,,3866
KSCOPE3053,"THE PINEAPPLE THIEF","SOMEONE HERE IS MISSING (2025 REMASTER CD)",CD,1,0,0,Digipack4,8pp,,,,0,,OPTIMAL,,3867
VILELP1352,THERION,"OF DARKNESS (35TH ANNIVERSARY LP)",LP,1,0,0,Single,,140,33,Marble,0,"Natural + Purple + Blue + White",TAKT,,3868
CDVILEF1309,"BLINDEAD 23","DEUTERIUM (CD)",CD,1,0,0,Digipack4,,,,,0,,,,3869
SMABX1335,"GENTLE GIANT","FRONT ROW CENTER (US Dates 1976-1980)(8CD EARBOOK)",MixBoxSet,8,0,0,"Ear book",,,,,0,,,,3870
KSCOPE1288,"THE PINEAPPLE THIEF","ALL THE WARS (2025 MIX 2LP)",2LP,2,0,0,Single,,140,33,Black,0,,TAKT,,3871
KSCOPE1289,"THE PINEAPPLE THIEF","MAGNOLIA (2025 MIX 2LP)",2LP,2,0,0,Single,,140,33,Black,0,,TAKT,,3872
KSCOPE1287,"THE PINEAPPLE THIEF","SOMEONE HERE IS MISSING (2025 MIX 2LP)",2LP,2,0,0,Single,,140,33,Black,0,,TAKT,,3873
KSCOPE1285,"THE PINEAPPLE THIEF","TIGHTLY UNWOUND (2025 MIX 2LP)",2LP,2,0,0,Single,,140,33,Black,0,,TAKT,,3874
KSCOPE1286,"THE PINEAPPLE THIEF","THE DAWN RAIDS AND RARITIES (2025 MIX 2LP)",2LP,2,0,0,Single,,140,33,Black,0,,TAKT,,3875
KSCOPE1284,"THE PINEAPPLE THIEF","WHAT WE HAVE SOWN (2025 MIX 2LP)",2LP,2,0,0,Single,,140,33,Black,0,,TAKT,,3876
